step,train_rmse_step,epoch,valid_rmse,valid_loss,train_loss,train_rmse_epoch,test_loss,test_rmse
4,11.286988258361816,0,,,,,,
9,8.957534790039062,0,,,,,,
14,8.230977058410645,0,,,,,,
16,,0,8.199630737304688,67.23394775390625,,,,
16,,0,,,103.11151885986328,9.967345237731934,,
19,7.899868965148926,1,,,,,,
24,7.8787384033203125,1,,,,,,
29,5.743376731872559,1,,,,,,
33,,1,7.42816686630249,55.17766189575195,,,,
33,,1,,,61.58487319946289,7.713479518890381,,
34,5.5235676765441895,2,,,,,,
39,8.12766170501709,2,,,,,,
44,6.5881524085998535,2,,,,,,
49,6.182260036468506,2,,,,,,
50,,2,6.562089920043945,43.0610237121582,,,,
50,,2,,,47.20650863647461,6.800804138183594,,
54,4.566051006317139,3,,,,,,
59,4.351198673248291,3,,,,,,
64,6.533535480499268,3,,,,,,
67,,3,5.884934902191162,34.63246154785156,,,,
67,,3,,,35.76582336425781,5.85654354095459,,
69,5.3934831619262695,4,,,,,,
74,4.022351264953613,4,,,,,,
79,4.894588947296143,4,,,,,,
84,6.254396438598633,4,,,,,,
84,,4,5.414177417755127,29.313318252563477,,,,
84,,4,,,27.907724380493164,5.177672386169434,,
89,4.517046928405762,5,,,,,,
94,5.073740482330322,5,,,,,,
99,5.996608257293701,5,,,,,,
101,,5,5.085750579833984,25.864856719970703,,,,
101,,5,,,22.539762496948242,4.6476216316223145,,
104,4.917489051818848,6,,,,,,
109,2.9534058570861816,6,,,,,,
114,4.638377666473389,6,,,,,,
118,,6,4.851866722106934,23.54060935974121,,,,
118,,6,,,19.171550750732422,4.2865447998046875,,
119,5.955052852630615,7,,,,,,
124,5.1805100440979,7,,,,,,
129,2.8965322971343994,7,,,,,,
134,3.047398328781128,7,,,,,,
135,,7,4.621773719787598,21.36079216003418,,,,
135,,7,,,16.707904815673828,3.9271700382232666,,
139,3.4228615760803223,8,,,,,,
144,4.4681243896484375,8,,,,,,
149,4.939445972442627,8,,,,,,
152,,8,4.476236343383789,20.03668975830078,,,,
152,,8,,,14.656838417053223,3.6968817710876465,,
154,2.7625670433044434,9,,,,,,
159,2.3592159748077393,9,,,,,,
164,2.137320041656494,9,,,,,,
169,3.0411651134490967,9,,,,,,
169,,9,4.24724006652832,18.039047241210938,,,,
169,,9,,,13.006475448608398,3.471468687057495,,
174,4.050882339477539,10,,,,,,
179,4.566156387329102,10,,,,,,
184,3.8886594772338867,10,,,,,,
186,,10,4.045089244842529,16.36274528503418,,,,
186,,10,,,11.405137062072754,3.2351176738739014,,
189,3.802523136138916,11,,,,,,
194,2.517352819442749,11,,,,,,
199,1.8205101490020752,11,,,,,,
203,,11,3.783689022064209,14.316303253173828,,,,
203,,11,,,10.12833309173584,3.035515069961548,,
204,3.0966312885284424,12,,,,,,
209,3.780205249786377,12,,,,,,
