step,train_rmse_step,epoch,valid_rmse,valid_loss,train_loss,train_rmse_epoch,test_loss,test_rmse
4,10.102452278137207,0,,,,,,
9,8.818502426147461,0,,,,,,
14,8.814023971557617,0,,,,,,
16,,0,8.334649085998535,69.46637725830078,,,,
16,,0,,,115.13330841064453,10.50475788116455,,
19,7.274776458740234,1,,,,,,
24,7.626929759979248,1,,,,,,
29,6.737213611602783,1,,,,,,
33,,1,7.031705379486084,49.444881439208984,,,,
33,,1,,,61.354007720947266,7.729526042938232,,
34,7.00645112991333,2,,,,,,
39,4.761667251586914,2,,,,,,
44,8.335039138793945,2,,,,,,
49,6.579629898071289,2,,,,,,
50,,2,6.290187358856201,39.56645584106445,,,,
50,,2,,,44.068519592285156,6.518604755401611,,
54,6.705501556396484,3,,,,,,
59,4.7194976806640625,3,,,,,,
64,6.857054710388184,3,,,,,,
67,,3,5.690467834472656,32.38142395019531,,,,
67,,3,,,34.05296325683594,5.714226722717285,,
69,4.2560343742370605,4,,,,,,
74,6.214451789855957,4,,,,,,
79,3.9455223083496094,4,,,,,,
84,2.382164478302002,4,,,,,,
84,,4,5.271892547607422,27.7928524017334,,,,
84,,4,,,26.71870994567871,5.033069133758545,,
89,3.7847652435302734,5,,,,,,
94,3.36130690574646,5,,,,,,
99,5.229710578918457,5,,,,,,
101,,5,4.959841251373291,24.600025177001953,,,,
101,,5,,,22.118289947509766,4.5799665451049805,,
104,5.300248622894287,6,,,,,,
109,3.914381742477417,6,,,,,,
114,3.262927532196045,6,,,,,,
118,,6,4.754358291625977,22.60392189025879,,,,
118,,6,,,18.748720169067383,4.207333087921143,,
119,4.482571601867676,7,,,,,,
124,4.683237075805664,7,,,,,,
129,4.319071292877197,7,,,,,,
134,5.968135833740234,7,,,,,,
135,,7,4.583415985107422,21.007701873779297,,,,
135,,7,,,16.512805938720703,3.97232723236084,,
139,2.7324066162109375,8,,,,,,
144,3.517528533935547,8,,,,,,
149,3.019340753555298,8,,,,,,
152,,8,4.424470901489258,19.57594108581543,,,,
152,,8,,,14.653921127319336,3.6966147422790527,,
154,4.216912269592285,9,,,,,,
159,4.404414653778076,9,,,,,,
164,2.8307318687438965,9,,,,,,
169,3.490109920501709,9,,,,,,
169,,9,4.248499393463135,18.049747467041016,,,,
169,,9,,,13.218132019042969,3.4961819648742676,,
174,2.877108335494995,10,,,,,,
179,3.916841983795166,10,,,,,,
184,3.005340099334717,10,,,,,,
186,,10,4.080599784851074,16.651294708251953,,,,
186,,10,,,11.809252738952637,3.294241189956665,,
189,4.789762496948242,11,,,,,,
194,2.81415057182312,11,,,,,,
199,2.613994598388672,11,,,,,,
203,,11,3.9207983016967773,15.372659683227539,,,,
203,,11,,,10.512994766235352,3.1519923210144043,,
204,1.8510355949401855,12,,,,,,
209,2.3805453777313232,12,,,,,,
214,3.3928534984588623,12,,,,,,
219,2.713385820388794,12,,,,,,
220,,12,3.697831630706787,13.673958778381348,,,,
220,,12,,,9.519137382507324,2.9462757110595703,,
224,2.8104748725891113,13,,,,,,
229,1.932724118232727,13,,,,,,
234,3.019890069961548,13,,,,,,
237,,13,3.604997158050537,12.996004104614258,,,,
237,,13,,,8.613204956054688,2.8275740146636963,,
239,2.289654016494751,14,,,,,,
244,2.6335532665252686,14,,,,,,
249,2.3206722736358643,14,,,,,,
254,5.69602632522583,14,,,,,,
254,,14,3.4523673057556152,11.918839454650879,,,,
254,,14,,,7.883004665374756,2.6561200618743896,,
259,2.239206075668335,15,,,,,,
264,3.5916919708251953,15,,,,,,
269,1.6414433717727661,15,,,,,,
271,,15,3.329521417617798,11.085713386535645,,,,
271,,15,,,7.223264694213867,2.5588998794555664,,
274,2.2859885692596436,16,,,,,,
279,1.8220864534378052,16,,,,,,
284,3.1138365268707275,16,,,,,,
288,,16,3.2194180488586426,10.364652633666992,,,,
288,,16,,,6.7133283615112305,2.456310272216797,,
289,2.650097608566284,17,,,,,,
294,2.169532299041748,17,,,,,,
299,2.8011538982391357,17,,,,,,
304,1.9453141689300537,17,,,,,,
305,,17,3.1230628490448,9.753521919250488,,,,
305,,17,,,6.3617634773254395,2.4705684185028076,,
309,2.2928292751312256,18,,,,,,
314,2.1670899391174316,18,,,,,,
319,1.4553403854370117,18,,,,,,
322,,18,3.044224739074707,9.267304420471191,,,,
322,,18,,,6.004929542541504,2.352109670639038,,
324,2.733657121658325,19,,,,,,
329,2.2554781436920166,19,,,,,,
334,3.1465699672698975,19,,,,,,
339,2.1956002712249756,19,,,,,,
339,,19,2.9631764888763428,8.780414581298828,,,,
339,,19,,,5.705783843994141,2.310525417327881,,
344,2.978670120239258,20,,,,,,
349,1.4780349731445312,20,,,,,,
354,2.29115629196167,20,,,,,,
356,,20,2.9228217601776123,8.542886734008789,,,,
356,,20,,,5.515169143676758,2.2633657455444336,,
359,1.6982895135879517,21,,,,,,
364,2.8733787536621094,21,,,,,,
369,3.2849032878875732,21,,,,,,
373,,21,2.8290977478027344,8.00379467010498,,,,
373,,21,,,5.279808044433594,2.2144641876220703,,
374,1.505631685256958,22,,,,,,
379,1.644173502922058,22,,,,,,
