T,RH,CO(GT),NOx(GT),PT08.S1(CO),C6H6(GT)
0.9260016353229762,0.8666435746449602,0.0,0.0,0.7183035714285714,0.8376943496397422
0.8691741618969746,0.9476965708347767,0.0,0.0,0.540625,0.7933257489571484
0.9509403107113654,0.8133010045029443,0.9579990561585653,0.32936271590232286,0.6901785714285714,0.8274554417899129
0.9043336058871627,0.9057845514374784,0.0,0.0,0.5276785714285714,0.7777777777777779
0.9043336058871627,0.8600623484586076,0.9495044832468145,0.15783204288266828,0.590625,0.7827076222980661
0.9010629599345871,0.9393834430204365,0.9457291175082586,0.1465157832042883,0.4549107142857143,0.7637466818354192
0.8773507767784137,0.8766886040872879,0.9551675318546484,0.20667063728409768,0.6910714285714286,0.7982555934774366
0.8916598528209321,0.7648077589192934,0.951864086833412,0.31209053007742704,0.50625,0.7902919984831248
0.918642681929681,0.8188430897125044,0.9476168003775366,0.0,0.49464285714285716,0.7728479332574897
0.8368765331152902,0.8361621059923797,0.9452571967909391,0.1512805241215009,0.4089285714285714,0.7610921501706486
0.9035159443990187,0.8915829580879806,0.9537517697026899,0.2614651578320429,0.5696428571428571,0.795601061812666
0.8237939493049877,0.9220644267405612,0.9532798489853704,0.281119714115545,0.5732142857142857,0.7849829351535837
0.0,0.0,0.9485606418121755,0.15366289458010723,0.0,0.0
0.0,0.0,0.9532798489853704,0.1870160810005956,0.0,0.0
0.9031071136549468,0.8635261517145827,0.9646059462010382,0.30434782608695654,0.6638392857142857,0.8521046643913539
0.8830744071954211,0.826809837201247,0.9646059462010382,0.5616438356164384,0.7991071428571429,0.8646188850967009
0.8863450531479967,0.8507100796674749,0.9513921661160925,0.18582489577129246,0.5285714285714286,0.7846037163443308
0.8822567457072772,0.8669899549705578,0.9631901840490797,0.25670041691483025,0.7330357142857142,0.8350398179749716
0.8544562551103843,0.8565985452026326,0.9556394525719679,0.197736748064324,0.5058035714285714,0.7701934015927191
0.9215044971381847,0.8503636993418775,0.9485606418121755,0.14711137581893985,0.5232142857142857,0.7804323094425485
0.8291087489779231,0.8811915483200554,0.0,0.14413341274568198,0.4348214285714286,0.7603337125521427
0.9043336058871627,0.9054381711118809,0.0,0.0,0.5285714285714286,0.7785362153962837
0.8785772690106296,0.9189470038101837,0.9495044832468145,0.0,0.48482142857142857,0.7671596511186956
0.8699918233851185,0.9733287149289921,0.9584709768758848,0.22096486003573557,0.6611607142857143,0.7963594994311719
0.8912510220768601,0.9539314166955317,0.9504483246814535,0.20190589636688505,0.5611607142857142,0.7910504361016307
0.919869174161897,0.7772774506408037,0.0,0.0,0.590625,0.8354190367842246
0.9047424366312347,0.9217180464149637,0.9556394525719679,0.29600952948183445,0.6477678571428571,0.8103905953735306
0.9170073589533932,0.8368548666435747,0.0,0.0,0.484375,0.7796738718240426
0.8618152085036794,0.8908901974367857,0.9476168003775366,0.14472900536033353,0.5151785714285714,0.7648843382631779
0.8896156991005724,0.9179078628333911,0.9594148183105238,0.24359737939249554,0.7058035714285714,0.8213879408418658
0.9026982829108748,0.8503636993418775,0.9546956111373289,0.3382966051220965,0.6022321428571429,0.7986348122866895
0.9243663123466884,0.8559057845514375,0.9546956111373289,0.2561048243001787,0.6299107142857143,0.8058399696624954
0.8736713000817661,0.8953931416695532,0.9537517697026899,0.30256104824300184,0.6330357142857143,0.7902919984831248
0.8904333605887162,0.822653273294077,0.9579990561585653,0.19952352590827876,0.6084821428571429,0.8058399696624954
0.8470973017170891,0.8680290959473502,0.9608305804624823,0.4657534246575343,0.65,0.8217671596511188
0.9476696647587898,0.7984066505022516,0.0,0.0,0.5995535714285715,0.8119074706105424
0.8336058871627146,0.8593695878074126,0.9457291175082586,0.0,0.4455357142857143,0.7607129313613956
0.9762878168438266,0.7537235885001733,0.0,0.0,0.59375,0.8111490329920366
0.87448896156991,0.8905438171111881,0.9627182633317602,0.269803454437165,0.7263392857142857,0.8312476298824423
0.9059689288634505,0.8510564599930724,0.9457291175082586,0.14175104228707566,0.4459821428571429,0.7675388699279485
0.87448896156991,0.971250432975407,0.9485606418121755,0.2096486003573556,0.5830357142857142,0.7739855896852484
0.8614063777596075,0.8943540006927607,0.9471448796602171,0.1465157832042883,0.48794642857142856,0.7660219946909368
0.8303352412101389,0.8427433321787323,0.9480887210948561,0.23823704586063135,0.4504464285714286,0.7660219946909368
0.8683565004088307,0.914444059577416,0.9532798489853704,0.2013103037522335,0.6066964285714286,0.795980280621919
0.9615699100572362,0.7502597852441982,0.9693251533742331,0.49493746277546163,0.7254464285714286,0.8809252938945773
0.8793949304987735,0.9501212331139592,0.9660217083529967,0.5604526503871352,0.7446428571428572,0.8418657565415245
0.9337694194603434,0.7828195358503638,0.9575271354412458,0.20250148898153664,0.6825892857142857,0.8198710656048541
0.8785772690106296,0.9203325251125737,0.9485606418121755,0.19892793329362718,0.5026785714285714,0.7694349639742132
0.8990188062142273,0.9217180464149637,0.0,0.0,0.5017857142857143,0.7694349639742132
0.0,0.0,0.0,0.0,0.0,0.0
0.8430089942763695,0.8895046761343957,0.9674374705049551,0.6104824300178678,0.7325892857142857,0.8365566932119834
0.9251839738348323,0.793210945618289,0.0,0.16676593210244195,0.5084821428571429,0.7906712172923778
0.0,0.0,0.9674374705049551,0.5527099463966647,0.0,0.0
0.9619787408013082,0.7727745064080361,0.0,0.0,0.5455357142857142,0.7880166856276072
0.8667211774325428,0.9341877381364739,0.9532798489853704,0.19416319237641455,0.6638392857142857,0.7921880925293896
0.8532297628781684,0.8094908209213717,0.9542236904200094,0.3269803454437165,0.5129464285714286,0.795221843003413
0.9137367130008176,0.8874263941808106,0.9613025011798018,0.41989279332936275,0.7473214285714286,0.8384527872582481
0.8879803761242845,0.8139937651541393,0.9480887210948561,0.15366289458010723,0.47410714285714284,0.7686765263557074
0.918642681929681,0.7984066505022516,0.9565832940066069,0.2096486003573556,0.6709821428571429,0.81418278346606
0.8503679476696647,0.8306200207828196,0.9495044832468145,0.32102441929720077,0.5504464285714286,0.7872582480091014
