step,train_rmse_step,epoch,valid_rmse,valid_loss,train_loss,train_rmse_epoch,test_loss,test_rmse
4,8.528571128845215,0,,,,,,
9,7.973246097564697,0,,,,,,
14,6.704401969909668,0,,,,,,
16,,0,7.812041759490967,61.02799606323242,,,,
16,,0,,,61.524784088134766,7.643206596374512,,
19,8.156177520751953,1,,,,,,
24,7.396100044250488,1,,,,,,
29,7.800329208374023,1,,,,,,
33,,1,7.677505970001221,58.94409942626953,,,,
33,,1,,,56.292057037353516,7.452244758605957,,
34,7.274816513061523,2,,,,,,
39,8.35632610321045,2,,,,,,
44,6.088630676269531,2,,,,,,
49,8.619255065917969,2,,,,,,
50,,2,7.7796454429626465,60.52288055419922,,,,
50,,2,,,54.834617614746094,7.340148448944092,,
54,8.44663143157959,3,,,,,,
59,7.102128028869629,3,,,,,,
64,6.715620994567871,3,,,,,,
67,,3,7.761713027954102,60.24418640136719,,,,
67,,3,,,55.70664596557617,7.395261287689209,,
69,8.228189468383789,4,,,,,,
74,6.987793445587158,4,,,,,,
79,6.689370155334473,4,,,,,,
84,6.334803581237793,4,,,,,,
84,,4,8.25881576538086,68.20803833007812,,,,
84,,4,,,55.529388427734375,7.40233850479126,,
89,7.713860988616943,5,,,,,,
94,8.342516899108887,5,,,,,,
99,6.185418128967285,5,,,,,,
101,,5,7.802072048187256,60.87232971191406,,,,
101,,5,,,56.57089614868164,7.420475482940674,,
104,7.190008640289307,6,,,,,,
109,7.416746139526367,6,,,,,,
114,8.170110702514648,6,,,,,,
118,,6,7.678863525390625,58.96494674682617,,,,
118,,6,,,54.87984085083008,7.362600326538086,,
119,6.727645397186279,7,,,,,,
124,7.775673866271973,7,,,,,,
129,7.812377452850342,7,,,,,,
134,7.104637145996094,7,,,,,,
135,,7,8.411680221557617,70.7563705444336,,,,
135,,7,,,56.10750198364258,7.42770528793335,,
139,7.427205562591553,8,,,,,,
144,6.474650859832764,8,,,,,,
149,6.012889862060547,8,,,,,,
152,,8,7.698904991149902,59.273136138916016,,,,
152,,8,,,55.885616302490234,7.387853622436523,,
154,7.740432262420654,9,,,,,,
159,7.675365447998047,9,,,,,,
164,7.876477241516113,9,,,,,,
169,4.522330284118652,9,,,,,,
169,,9,8.000224113464355,64.00358581542969,,,,
169,,9,,,54.17426300048828,7.312497615814209,,
174,7.1697564125061035,10,,,,,,
179,7.061516284942627,10,,,,,,
184,5.019139289855957,10,,,,,,
186,,10,7.7218852043151855,59.62751007080078,,,,
186,,10,,,54.861263275146484,7.31275749206543,,
189,6.473783493041992,11,,,,,,
194,6.931231498718262,11,,,,,,
199,6.933729648590088,11,,,,,,
203,,11,7.905035018920898,62.48958206176758,,,,
203,,11,,,54.77094650268555,7.316636562347412,,
204,6.650250434875488,12,,,,,,
209,7.180181980133057,12,,,,,,
214,7.930637836456299,12,,,,,,
219,8.25484561920166,12,,,,,,
220,,12,8.150948524475098,66.43795776367188,,,,
220,,12,,,55.011817932128906,7.351970672607422,,
224,8.159147262573242,13,,,,,,
229,6.3178510665893555,13,,,,,,
234,8.190361976623535,13,,,,,,
237,,13,7.678642749786377,58.96155548095703,,,,
237,,13,,,54.99336242675781,7.359613418579102,,
239,6.424228191375732,14,,,,,,
244,7.357944965362549,14,,,,,,
249,8.87500286102295,14,,,,,,
254,5.23770809173584,14,,,,,,
254,,14,7.832103729248047,61.34184646606445,,,,
254,,14,,,54.434417724609375,7.299416542053223,,
259,6.240625858306885,15,,,,,,
264,8.533428192138672,15,,,,,,
269,7.441970348358154,15,,,,,,
271,,15,8.768058776855469,76.87885284423828,,,,
271,,15,,,54.38471603393555,7.294585704803467,,
274,8.738451957702637,16,,,,,,
279,8.587512016296387,16,,,,,,
284,6.806203365325928,16,,,,,,
288,,16,7.676572799682617,58.929771423339844,,,,
288,,16,,,56.35934066772461,7.452177047729492,,
289,5.68856954574585,17,,,,,,
294,8.174269676208496,17,,,,,,
299,7.59380578994751,17,,,,,,
304,8.290033340454102,17,,,,,,
305,,17,7.6785688400268555,58.96042251586914,,,,
305,,17,,,55.32838821411133,7.352802753448486,,
309,6.095567226409912,18,,,,,,
314,5.816463947296143,18,,,,,,
319,6.783718585968018,18,,,,,,
322,,18,7.734785556793213,59.826908111572266,,,,
322,,18,,,54.12378692626953,7.289026737213135,,
324,7.992496013641357,19,,,,,,
329,8.852057456970215,19,,,,,,
334,7.298547267913818,19,,,,,,
339,5.982595443725586,19,,,,,,
339,,19,7.71177339553833,59.47145080566406,,,,
339,,19,,,54.5820426940918,7.3360795974731445,,
344,7.217621803283691,20,,,,,,
349,6.476104736328125,20,,,,,,
354,8.11751651763916,20,,,,,,
356,,20,7.683951377868652,59.04310989379883,,,,
356,,20,,,54.85883712768555,7.354146957397461,,
359,7.575096130371094,21,,,,,,
364,5.487273693084717,21,,,,,,
369,6.545208930969238,21,,,,,,
373,,21,7.804574012756348,60.911376953125,,,,
373,,21,,,55.31684875488281,7.34246826171875,,
374,6.103931427001953,22,,,,,,
379,8.749911308288574,22,,,,,,
384,6.7071309089660645,22,,,,,,
389,8.327507019042969,22,,,,,,
390,,22,7.739161968231201,59.89462661743164,,,,
390,,22,,,54.67070770263672,7.334616184234619,,
394,6.013457775115967,23,,,,,,
399,6.012382507324219,23,,,,,,
404,8.328449249267578,23,,,,,,
407,,23,8.159554481506348,66.57832336425781,,,,
407,,23,,,55.68760681152344,7.40086030960083,,
409,7.399918556213379,24,,,,,,
414,6.280725955963135,24,,,,,,
419,7.306704998016357,24,,,,,,
424,4.719659328460693,24,,,,,,
424,,24,7.689200401306152,59.123802185058594,,,,
424,,24,,,55.723533630371094,7.409772872924805,,
429,6.007994651794434,25,,,,,,
434,7.512937545776367,25,,,,,,
439,6.529691696166992,25,,,,,,
441,,25,8.330161094665527,69.39158630371094,,,,
441,,25,,,54.657649993896484,7.303114414215088,,
444,7.386355400085449,26,,,,,,
449,7.796576976776123,26,,,,,,
454,7.40498161315918,26,,,,,,
458,,26,7.781785011291504,60.55617904663086,,,,
458,,26,,,55.51637649536133,7.402233123779297,,
459,7.388182640075684,27,,,,,,
464,7.02899694442749,27,,,,,,
469,8.1202392578125,27,,,,,,
474,5.974600315093994,27,,,,,,
475,,27,7.694733619689941,59.20892333984375,,,,
475,,27,,,54.820377349853516,7.358660697937012,,
479,8.99089527130127,28,,,,,,
484,5.2395243644714355,28,,,,,,
489,6.18485164642334,28,,,,,,
492,,28,7.769454002380371,60.364418029785156,,,,
492,,28,,,55.555580139160156,7.376987934112549,,
494,6.636900901794434,29,,,,,,
499,7.063828468322754,29,,,,,,
504,7.69489049911499,29,,,,,,
509,9.904410362243652,29,,,,,,
509,,29,8.534051895141602,72.83004760742188,,,,
509,,29,,,55.441741943359375,7.397164821624756,,
514,7.346609592437744,30,,,,,,
519,6.438876628875732,30,,,,,,
524,7.310277462005615,30,,,,,,
526,,30,7.903562545776367,62.46630096435547,,,,
526,,30,,,55.450435638427734,7.386383533477783,,
529,7.019981861114502,31,,,,,,
534,8.478204727172852,31,,,,,,
539,6.971323490142822,31,,,,,,
543,,31,7.698087215423584,59.26054382324219,,,,
543,,31,,,54.99483871459961,7.364717483520508,,
544,8.56403923034668,32,,,,,,
549,8.643397331237793,32,,,,,,
554,6.50888729095459,32,,,,,,
559,7.740509986877441,32,,,,,,
560,,32,7.792386531829834,60.72128677368164,,,,
560,,32,,,54.65681838989258,7.342315673828125,,
564,7.467754364013672,33,,,,,,
569,6.99680233001709,33,,,,,,
574,6.460576057434082,33,,,,,,
577,,33,7.758575916290283,60.195499420166016,,,,
577,,33,,,55.36920166015625,7.347864151000977,,
579,6.0311079025268555,34,,,,,,
584,7.257833480834961,34,,,,,,
589,6.768455505371094,34,,,,,,
594,5.058340549468994,34,,,,,,
594,,34,7.690138339996338,59.13822555541992,,,,
594,,34,,,55.20570373535156,7.323329448699951,,
599,6.626580715179443,35,,,,,,
604,7.795434951782227,35,,,,,,
609,8.682401657104492,35,,,,,,
611,,35,7.67744255065918,58.9431266784668,,,,
611,,35,,,54.707313537597656,7.326538562774658,,
614,7.439253807067871,36,,,,,,
619,8.278135299682617,36,,,,,,
624,5.815980434417725,36,,,,,,
628,,36,7.732707500457764,59.794761657714844,,,,
628,,36,,,55.161277770996094,7.3669047355651855,,
629,7.939762115478516,37,,,,,,
634,7.188285827636719,37,,,,,,
639,8.257323265075684,37,,,,,,
644,7.328745365142822,37,,,,,,
645,,37,8.20594596862793,67.3375473022461,,,,
645,,37,,,54.93986129760742,7.326274394989014,,
649,6.116733074188232,38,,,,,,
654,8.449248313903809,38,,,,,,
659,6.99884557723999,38,,,,,,
662,,38,8.471254348754883,71.76215362548828,,,,
662,,38,,,53.94125747680664,7.241438388824463,,
664,6.822257041931152,39,,,,,,
669,7.495619773864746,39,,,,,,
674,5.949407577514648,39,,,,,,
679,8.750382423400879,39,,,,,,
679,,39,8.327741622924805,69.35128021240234,,,,
679,,39,,,56.42113494873047,7.410748481750488,,
684,6.14362096786499,40,,,,,,
689,7.51787805557251,40,,,,,,
694,8.843762397766113,40,,,,,,
696,,40,7.8819403648376465,62.12498474121094,,,,
696,,40,,,55.888118743896484,7.394294738769531,,
699,7.051408290863037,41,,,,,,
704,7.681066989898682,41,,,,,,
709,7.697153091430664,41,,,,,,
713,,41,8.275602340698242,68.48558807373047,,,,
713,,41,,,54.167362213134766,7.317495822906494,,
714,6.999871253967285,42,,,,,,
719,7.613251209259033,42,,,,,,
724,7.057051181793213,42,,,,,,
729,6.889156818389893,42,,,,,,
730,,42,8.196551322937012,67.1834487915039,,,,
730,,42,,,55.89126968383789,7.420644760131836,,
734,6.875933647155762,43,,,,,,
739,8.467229843139648,43,,,,,,
744,5.829390048980713,43,,,,,,
747,,43,7.752910614013672,60.10762023925781,,,,
747,,43,,,54.256961822509766,7.296851634979248,,
749,6.622668266296387,44,,,,,,
754,9.120429992675781,44,,,,,,
759,5.368590354919434,44,,,,,,
764,8.07812213897705,44,,,,,,
764,,44,7.676610469818115,58.93034744262695,,,,
764,,44,,,55.02510070800781,7.358898162841797,,
769,6.50173282623291,45,,,,,,
774,6.913578510284424,45,,,,,,
779,7.745795726776123,45,,,,,,
781,,45,7.728033065795898,59.72249221801758,,,,
781,,45,,,55.054508209228516,7.344547271728516,,
784,7.3965325355529785,46,,,,,,
789,7.222546577453613,46,,,,,,
794,6.91279935836792,46,,,,,,
798,,46,7.67839241027832,58.957706451416016,,,,
798,,46,,,55.11731719970703,7.356874465942383,,
799,8.358686447143555,47,,,,,,
804,6.602731704711914,47,,,,,,
809,7.945584774017334,47,,,,,,
814,8.80399227142334,47,,,,,,
815,,47,8.316507339477539,69.16429138183594,,,,
815,,47,,,55.169219970703125,7.328985214233398,,
819,8.222356796264648,48,,,,,,
824,8.881824493408203,48,,,,,,
829,7.739227771759033,48,,,,,,
832,,48,7.691813945770264,59.16400146484375,,,,
832,,48,,,55.149234771728516,7.389119625091553,,
834,6.609105587005615,49,,,,,,
839,6.750648498535156,49,,,,,,
