step,train_rmse_step,epoch,valid_rmse,valid_loss,train_loss,train_rmse_epoch,test_loss,test_rmse
4,6.410150051116943,0,,,,,,
9,7.625873565673828,0,,,,,,
14,8.134383201599121,0,,,,,,
16,,0,8.745096206665039,76.47671508789062,,,,
16,,0,,,61.89848327636719,7.757558822631836,,
19,7.664308071136475,1,,,,,,
24,6.589585781097412,1,,,,,,
29,8.823426246643066,1,,,,,,
33,,1,8.51645565032959,72.53001403808594,,,,
33,,1,,,58.466636657714844,7.54128360748291,,
34,6.934976100921631,2,,,,,,
39,8.94984245300293,2,,,,,,
44,6.332812309265137,2,,,,,,
49,6.718684196472168,2,,,,,,
50,,2,7.799004554748535,60.8244743347168,,,,
50,,2,,,54.99287796020508,7.332131862640381,,
54,7.276218414306641,3,,,,,,
59,5.791133403778076,3,,,,,,
64,6.855683326721191,3,,,,,,
67,,3,7.743546009063721,59.96250534057617,,,,
67,,3,,,55.16094207763672,7.383352756500244,,
69,6.1841959953308105,4,,,,,,
74,7.413356781005859,4,,,,,,
79,5.673698902130127,4,,,,,,
84,9.398098945617676,4,,,,,,
84,,4,8.126412391662598,66.03857421875,,,,
84,,4,,,55.22561264038086,7.353348731994629,,
89,7.923772811889648,5,,,,,,
94,7.371652603149414,5,,,,,,
99,6.228931427001953,5,,,,,,
101,,5,7.85073709487915,61.63407516479492,,,,
101,,5,,,54.64994812011719,7.34169864654541,,
104,5.767538070678711,6,,,,,,
109,9.071118354797363,6,,,,,,
114,7.340770244598389,6,,,,,,
118,,6,7.687710285186768,59.100887298583984,,,,
118,,6,,,55.13519287109375,7.3837571144104,,
119,6.8897318840026855,7,,,,,,
124,8.67033863067627,7,,,,,,
129,5.811370372772217,7,,,,,,
134,7.744539260864258,7,,,,,,
135,,7,8.290528297424316,68.73286437988281,,,,
135,,7,,,54.73731994628906,7.296143531799316,,
139,6.852531433105469,8,,,,,,
144,6.526479721069336,8,,,,,,
149,7.472916126251221,8,,,,,,
152,,8,7.681948661804199,59.01233673095703,,,,
152,,8,,,54.82242965698242,7.347508907318115,,
154,8.3040132522583,9,,,,,,
159,6.128428936004639,9,,,,,,
164,7.695312023162842,9,,,,,,
169,4.538290023803711,9,,,,,,
169,,9,7.721434116363525,59.62054443359375,,,,
169,,9,,,54.712745666503906,7.2905659675598145,,
174,5.740911960601807,10,,,,,,
179,7.031388759613037,10,,,,,,
184,8.930243492126465,10,,,,,,
186,,10,9.390926361083984,88.18949890136719,,,,
186,,10,,,55.50284957885742,7.329243183135986,,
189,8.231179237365723,11,,,,,,
194,6.803219318389893,11,,,,,,
199,8.860962867736816,11,,,,,,
203,,11,7.760373592376709,60.2234001159668,,,,
203,,11,,,55.87686538696289,7.409073352813721,,
204,7.489492416381836,12,,,,,,
209,7.69914436340332,12,,,,,,
214,6.3120856285095215,12,,,,,,
219,8.361778259277344,12,,,,,,
220,,12,7.690781116485596,59.14811325073242,,,,
220,,12,,,54.95225143432617,7.369749546051025,,
224,9.490448951721191,13,,,,,,
229,7.469058513641357,13,,,,,,
234,7.358552932739258,13,,,,,,
237,,13,7.9221696853637695,62.76076889038086,,,,
237,,13,,,54.762603759765625,7.333456039428711,,
239,7.249770164489746,14,,,,,,
244,6.8353590965271,14,,,,,,
249,6.018868923187256,14,,,,,,
254,12.410378456115723,14,,,,,,
254,,14,8.087450981140137,65.40686798095703,,,,
254,,14,,,54.62074279785156,7.318059921264648,,
259,6.359365940093994,15,,,,,,
264,8.169303894042969,15,,,,,,
269,6.659416675567627,15,,,,,,
271,,15,7.682051658630371,59.013919830322266,,,,
271,,15,,,54.778072357177734,7.338862895965576,,
274,8.844748497009277,16,,,,,,
279,7.717473983764648,16,,,,,,
284,7.102929592132568,16,,,,,,
288,,16,7.6840643882751465,59.04484558105469,,,,
288,,16,,,54.72444152832031,7.335938453674316,,
289,8.05360221862793,17,,,,,,
294,8.298725128173828,17,,,,,,
299,6.782763481140137,17,,,,,,
304,6.963836193084717,17,,,,,,
305,,17,7.6937127113342285,59.19321823120117,,,,
305,,17,,,55.01239013671875,7.3716816902160645,,
309,7.26775598526001,18,,,,,,
314,7.63310432434082,18,,,,,,
319,8.682507514953613,18,,,,,,
322,,18,7.683961391448975,59.04326248168945,,,,
322,,18,,,55.84761428833008,7.397994518280029,,
324,7.586520195007324,19,,,,,,
329,7.695703029632568,19,,,,,,
334,6.331018924713135,19,,,,,,
339,6.053845405578613,19,,,,,,
339,,19,7.680283546447754,58.98675537109375,,,,
339,,19,,,54.595638275146484,7.352527141571045,,
344,6.35331392288208,20,,,,,,
349,8.088274002075195,20,,,,,,
354,9.116692543029785,20,,,,,,
356,,20,7.869325637817383,61.92628479003906,,,,
356,,20,,,55.64992141723633,7.38639497756958,,
359,7.984852313995361,21,,,,,,
364,7.535816192626953,21,,,,,,
369,7.3571624755859375,21,,,,,,
373,,21,7.928882122039795,62.86717224121094,,,,
373,,21,,,55.21235275268555,7.3591413497924805,,
374,6.395486831665039,22,,,,,,
379,6.967519760131836,22,,,,,,
384,7.246984958648682,22,,,,,,
389,6.906245231628418,22,,,,,,
390,,22,7.762948513031006,60.263370513916016,,,,
390,,22,,,55.115699768066406,7.336616039276123,,
394,7.42764949798584,23,,,,,,
399,7.968576908111572,23,,,,,,
404,6.539391994476318,23,,,,,,
407,,23,7.677371978759766,58.942039489746094,,,,
407,,23,,,55.24358367919922,7.389120578765869,,
409,8.670479774475098,24,,,,,,
414,8.425971031188965,24,,,,,,
419,7.710781097412109,24,,,,,,
424,5.477882385253906,24,,,,,,
424,,24,7.67758846282959,58.94536209106445,,,,
424,,24,,,55.08828353881836,7.342487812042236,,
429,5.842283248901367,25,,,,,,
434,5.4104437828063965,25,,,,,,
439,8.184854507446289,25,,,,,,
441,,25,7.693277835845947,59.1865234375,,,,
441,,25,,,55.075645446777344,7.358244895935059,,
444,7.105471611022949,26,,,,,,
449,8.582770347595215,26,,,,,,
454,6.044726371765137,26,,,,,,
458,,26,7.690866470336914,59.1494255065918,,,,
458,,26,,,54.138404846191406,7.307077884674072,,
459,9.327249526977539,27,,,,,,
464,7.271507740020752,27,,,,,,
469,7.7832770347595215,27,,,,,,
474,6.320873260498047,27,,,,,,
475,,27,7.759110450744629,60.203792572021484,,,,
475,,27,,,55.48830032348633,7.358108997344971,,
479,5.333496570587158,28,,,,,,
484,8.110455513000488,28,,,,,,
489,8.710895538330078,28,,,,,,
492,,28,7.76194429397583,60.247779846191406,,,,
492,,28,,,55.31405258178711,7.3646745681762695,,
494,7.2686686515808105,29,,,,,,
499,7.950284004211426,29,,,,,,
504,8.285490036010742,29,,,,,,
509,9.814022064208984,29,,,,,,
509,,29,8.184463500976562,66.98544311523438,,,,
509,,29,,,54.61384963989258,7.355762958526611,,
514,7.720026016235352,30,,,,,,
519,7.897905349731445,30,,,,,,
524,6.870619773864746,30,,,,,,
526,,30,7.709386825561523,59.43464660644531,,,,
526,,30,,,54.755165100097656,7.377300262451172,,
529,7.47080135345459,31,,,,,,
534,6.444742202758789,31,,,,,,
539,7.6197404861450195,31,,,,,,
543,,31,7.802200794219971,60.87433624267578,,,,
543,,31,,,54.55174255371094,7.350698947906494,,
544,7.116475582122803,32,,,,,,
549,7.981485366821289,32,,,,,,
554,6.808181285858154,32,,,,,,
559,8.037284851074219,32,,,,,,
560,,32,7.846752643585205,61.57152557373047,,,,
560,,32,,,54.877044677734375,7.386013984680176,,
564,6.982424259185791,33,,,,,,
569,9.309338569641113,33,,,,,,
574,8.897268295288086,33,,,,,,
577,,33,7.867223739624023,61.893211364746094,,,,
577,,33,,,54.903499603271484,7.350886344909668,,
579,7.473050117492676,34,,,,,,
584,8.364015579223633,34,,,,,,
589,7.782750606536865,34,,,,,,
594,6.972742080688477,34,,,,,,
594,,34,7.822988986968994,61.19915771484375,,,,
594,,34,,,55.33765411376953,7.39245080947876,,
599,6.871476173400879,35,,,,,,
604,7.505030632019043,35,,,,,,
609,8.516085624694824,35,,,,,,
611,,35,7.700976848602295,59.30504608154297,,,,
611,,35,,,54.66429138183594,7.3371381759643555,,
614,7.774311065673828,36,,,,,,
619,8.329371452331543,36,,,,,,
624,6.42405891418457,36,,,,,,
628,,36,7.907598972320557,62.530120849609375,,,,
628,,36,,,54.99448013305664,7.37810754776001,,
629,7.198417663574219,37,,,,,,
634,7.199901580810547,37,,,,,,
639,8.232991218566895,37,,,,,,
644,8.057939529418945,37,,,,,,
645,,37,7.676802158355713,58.933292388916016,,,,
645,,37,,,54.9725341796875,7.376749515533447,,
649,7.8499956130981445,38,,,,,,
654,7.914616584777832,38,,,,,,
659,6.129119873046875,38,,,,,,
662,,38,8.010543823242188,64.16881561279297,,,,
662,,38,,,54.14150619506836,7.2656941413879395,,
664,8.069183349609375,39,,,,,,
669,8.14327335357666,39,,,,,,
674,7.8512091636657715,39,,,,,,
679,7.391427516937256,39,,,,,,
679,,39,7.720773696899414,59.61034393310547,,,,
679,,39,,,55.03493881225586,7.392736434936523,,
684,6.976423740386963,40,,,,,,
689,8.823600769042969,40,,,,,,
694,6.98037576675415,40,,,,,,
696,,40,7.752315521240234,60.098392486572266,,,,
696,,40,,,54.458038330078125,7.3275675773620605,,
699,8.090421676635742,41,,,,,,
704,7.747508525848389,41,,,,,,
709,6.5188093185424805,41,,,,,,
713,,41,7.979410171508789,63.670989990234375,,,,
713,,41,,,55.56300354003906,7.427878379821777,,
714,6.138740062713623,42,,,,,,
719,7.3264641761779785,42,,,,,,
724,9.263751029968262,42,,,,,,
729,6.217733860015869,42,,,,,,
730,,42,7.800347328186035,60.845420837402344,,,,
730,,42,,,54.17829895019531,7.2615814208984375,,
734,9.454822540283203,43,,,,,,
739,7.823752403259277,43,,,,,,
744,7.333752155303955,43,,,,,,
747,,43,7.689455032348633,59.127716064453125,,,,
747,,43,,,54.65066146850586,7.336841583251953,,
749,8.783095359802246,44,,,,,,
754,7.873878002166748,44,,,,,,
759,8.314949989318848,44,,,,,,
764,6.66201639175415,44,,,,,,
764,,44,8.330106735229492,69.39067840576172,,,,
764,,44,,,54.63091278076172,7.354038715362549,,
769,7.509113788604736,45,,,,,,
774,8.168773651123047,45,,,,,,
779,7.742924690246582,45,,,,,,
781,,45,7.680210113525391,58.985626220703125,,,,
781,,45,,,55.31547164916992,7.399718284606934,,
784,7.6265387535095215,46,,,,,,
789,10.055008888244629,46,,,,,,
794,7.649012088775635,46,,,,,,
798,,46,7.7556915283203125,60.15074920654297,,,,
798,,46,,,55.42876052856445,7.37243127822876,,
799,7.7798333168029785,47,,,,,,
804,7.344266414642334,47,,,,,,
809,7.624771595001221,47,,,,,,
814,7.026290416717529,47,,,,,,
815,,47,7.674009323120117,58.890419006347656,,,,
815,,47,,,54.81937026977539,7.358626365661621,,
819,7.223842620849609,48,,,,,,
824,6.814641952514648,48,,,,,,
