step,train_rmse_step,epoch,valid_rmse,valid_loss,train_loss,train_rmse_epoch,test_loss,test_rmse
4,7.165016174316406,0,,,,,,
9,8.762544631958008,0,,,,,,
14,7.325171947479248,0,,,,,,
16,,0,8.377418518066406,70.18113708496094,,,,
16,,0,,,63.082794189453125,7.844837665557861,,
19,8.441439628601074,1,,,,,,
24,5.751388072967529,1,,,,,,
29,5.821125030517578,1,,,,,,
33,,1,7.8978400230407715,62.375877380371094,,,,
33,,1,,,54.91511917114258,7.320451736450195,,
34,5.770017147064209,2,,,,,,
39,7.77671480178833,2,,,,,,
44,9.435495376586914,2,,,,,,
49,7.661328315734863,2,,,,,,
50,,2,7.676659107208252,58.931095123291016,,,,
50,,2,,,54.48855209350586,7.316048622131348,,
54,6.662773132324219,3,,,,,,
59,6.856280326843262,3,,,,,,
64,7.516149520874023,3,,,,,,
67,,3,7.786535263061523,60.63013458251953,,,,
67,,3,,,54.749969482421875,7.36173677444458,,
69,6.6431355476379395,4,,,,,,
74,7.877962112426758,4,,,,,,
79,7.158109188079834,4,,,,,,
84,5.174187183380127,4,,,,,,
84,,4,7.885497570037842,62.181068420410156,,,,
84,,4,,,54.610389709472656,7.352498531341553,,
89,7.0805768966674805,5,,,,,,
94,5.6328020095825195,5,,,,,,
99,6.622097492218018,5,,,,,,
101,,5,7.877176284790039,62.04990768432617,,,,
101,,5,,,54.88948440551758,7.348893642425537,,
104,6.898004055023193,6,,,,,,
109,7.194304943084717,6,,,,,,
114,8.385553359985352,6,,,,,,
118,,6,7.684972763061523,59.058807373046875,,,,
118,,6,,,54.576873779296875,7.315437316894531,,
119,6.7031025886535645,7,,,,,,
124,7.608575344085693,7,,,,,,
129,7.826704978942871,7,,,,,,
134,6.893420696258545,7,,,,,,
135,,7,7.7482686042785645,60.035667419433594,,,,
135,,7,,,54.35481262207031,7.321324348449707,,
139,5.827734470367432,8,,,,,,
144,9.185660362243652,8,,,,,,
149,9.88683795928955,8,,,,,,
152,,8,7.785464286804199,60.61345291137695,,,,
152,,8,,,55.09305191040039,7.311334609985352,,
154,6.11864709854126,9,,,,,,
159,8.715422630310059,9,,,,,,
164,6.685589790344238,9,,,,,,
169,6.905070781707764,9,,,,,,
169,,9,7.774380683898926,60.44099807739258,,,,
169,,9,,,55.10564041137695,7.345765113830566,,
174,7.418461799621582,10,,,,,,
179,6.605698108673096,10,,,,,,
184,9.94343376159668,10,,,,,,
186,,10,7.7183613777160645,59.57310104370117,,,,
186,,10,,,54.936058044433594,7.3116068840026855,,
189,6.5579094886779785,11,,,,,,
194,7.835860729217529,11,,,,,,
199,6.9720563888549805,11,,,,,,
203,,11,7.831671714782715,61.335079193115234,,,,
203,,11,,,54.59123992919922,7.34509801864624,,
204,6.468672275543213,12,,,,,,
209,7.022798538208008,12,,,,,,
214,6.48310661315918,12,,,,,,
219,6.905590057373047,12,,,,,,
220,,12,7.681046009063721,58.998470306396484,,,,
220,,12,,,54.412227630615234,7.321763038635254,,
224,7.258457660675049,13,,,,,,
229,6.601809978485107,13,,,,,,
234,8.102055549621582,13,,,,,,
237,,13,7.716672420501709,59.547035217285156,,,,
237,,13,,,54.52873992919922,7.335193634033203,,
239,6.430305480957031,14,,,,,,
244,6.165101528167725,14,,,,,,
249,6.461269855499268,14,,,,,,
254,6.710853099822998,14,,,,,,
254,,14,7.685510635375977,59.067073822021484,,,,
254,,14,,,54.75904083251953,7.337826251983643,,
259,5.576173305511475,15,,,,,,
264,7.306634902954102,15,,,,,,
269,6.864443778991699,15,,,,,,
271,,15,7.843163013458252,61.51520538330078,,,,
271,,15,,,55.067901611328125,7.341065406799316,,
274,9.239200592041016,16,,,,,,
279,5.007734298706055,16,,,,,,
284,8.259417533874512,16,,,,,,
288,,16,7.749182224273682,60.049827575683594,,,,
288,,16,,,54.31781005859375,7.2716898918151855,,
289,5.961688041687012,17,,,,,,
294,7.396442413330078,17,,,,,,
299,9.017430305480957,17,,,,,,
304,7.06666898727417,17,,,,,,
305,,17,7.981611251831055,63.706119537353516,,,,
305,,17,,,54.41746139526367,7.322394847869873,,
309,7.2836127281188965,18,,,,,,
314,9.212000846862793,18,,,,,,
319,8.076140403747559,18,,,,,,
322,,18,7.676577091217041,58.92983627319336,,,,
322,,18,,,54.876800537109375,7.354321479797363,,
324,7.624037265777588,19,,,,,,
329,8.508790969848633,19,,,,,,
334,7.842918395996094,19,,,,,,
339,5.825222969055176,19,,,,,,
339,,19,7.676565647125244,58.92966079711914,,,,
339,,19,,,54.25120162963867,7.312042713165283,,
344,7.05984354019165,20,,,,,,
349,6.296969890594482,20,,,,,,
354,8.997876167297363,20,,,,,,
356,,20,8.03080940246582,64.49390411376953,,,,
356,,20,,,54.29828643798828,7.263833522796631,,
359,7.275482177734375,21,,,,,,
364,7.130958557128906,21,,,,,,
369,7.2690110206604,21,,,,,,
373,,21,7.945586681365967,63.13235092163086,,,,
373,,21,,,54.47257995605469,7.318857669830322,,
374,8.345893859863281,22,,,,,,
379,6.263829708099365,22,,,,,,
384,8.8797607421875,22,,,,,,
389,8.106124877929688,22,,,,,,
390,,22,7.776737689971924,60.47764587402344,,,,
390,,22,,,54.547325134277344,7.327992916107178,,
394,6.863466739654541,23,,,,,,
399,5.239140510559082,23,,,,,,
404,6.436667442321777,23,,,,,,
407,,23,7.929113864898682,62.870845794677734,,,,
407,,23,,,54.25748825073242,7.30418586730957,,
409,8.382190704345703,24,,,,,,
414,7.802295684814453,24,,,,,,
419,6.208736896514893,24,,,,,,
424,5.500037670135498,24,,,,,,
424,,24,7.752834320068359,60.10643768310547,,,,
424,,24,,,54.68610382080078,7.30657434463501,,
429,7.715212821960449,25,,,,,,
434,7.858250141143799,25,,,,,,
439,7.5922465324401855,25,,,,,,
441,,25,7.70575475692749,59.378658294677734,,,,
441,,25,,,54.95045852661133,7.377237796783447,,
444,8.963008880615234,26,,,,,,
449,6.290581226348877,26,,,,,,
454,6.5264129638671875,26,,,,,,
458,,26,7.686587810516357,59.08363342285156,,,,
458,,26,,,54.549354553222656,7.319037437438965,,
459,5.3413262367248535,27,,,,,,
464,6.260931491851807,27,,,,,,
469,9.540234565734863,27,,,,,,
474,6.2714128494262695,27,,,,,,
475,,27,7.730328559875488,59.75798034667969,,,,
475,,27,,,54.59860610961914,7.28889274597168,,
479,8.261948585510254,28,,,,,,
484,7.370499610900879,28,,,,,,
489,7.27862548828125,28,,,,,,
492,,28,7.775763988494873,60.46250534057617,,,,
492,,28,,,54.66930389404297,7.356935024261475,,
494,5.492763042449951,29,,,,,,
499,7.167989730834961,29,,,,,,
504,8.567724227905273,29,,,,,,
509,7.253051280975342,29,,,,,,
509,,29,7.729413032531738,59.74382400512695,,,,
509,,29,,,54.87408447265625,7.366589069366455,,
514,6.671899795532227,30,,,,,,
519,8.501171112060547,30,,,,,,
524,6.902281761169434,30,,,,,,
526,,30,7.7292799949646,59.74177169799805,,,,
526,,30,,,54.3903694152832,7.330626964569092,,
529,7.946357727050781,31,,,,,,
534,6.588217258453369,31,,,,,,
539,5.260846138000488,31,,,,,,
543,,31,7.71727991104126,59.55641174316406,,,,
543,,31,,,54.4881477355957,7.3234171867370605,,
544,6.677095413208008,32,,,,,,
549,8.096001625061035,32,,,,,,
554,9.070137023925781,32,,,,,,
559,7.564961910247803,32,,,,,,
560,,32,7.842921257019043,61.51141357421875,,,,
560,,32,,,54.44453430175781,7.318854808807373,,
564,8.772637367248535,33,,,,,,
569,6.952202796936035,33,,,,,,
574,6.073665618896484,33,,,,,,
577,,33,7.761241436004639,60.23686599731445,,,,
577,,33,,,54.46101379394531,7.311875820159912,,
579,8.75458812713623,34,,,,,,
584,7.294566631317139,34,,,,,,
589,9.107109069824219,34,,,,,,
594,6.36652946472168,34,,,,,,
594,,34,7.73568868637085,59.84088134765625,,,,
594,,34,,,54.443294525146484,7.322614669799805,,
599,6.350795269012451,35,,,,,,
604,8.756770133972168,35,,,,,,
609,7.001705169677734,35,,,,,,
611,,35,7.684149265289307,59.046146392822266,,,,
611,,35,,,54.55144500732422,7.296760559082031,,
614,6.280983924865723,36,,,,,,
619,6.741214752197266,36,,,,,,
624,6.234299182891846,36,,,,,,
628,,36,7.751145362854004,60.08025360107422,,,,
628,,36,,,54.36518478393555,7.287370681762695,,
629,7.609623432159424,37,,,,,,
634,7.166660308837891,37,,,,,,
639,7.436000823974609,37,,,,,,
644,6.923709392547607,37,,,,,,
645,,37,7.699151515960693,59.27693557739258,,,,
645,,37,,,54.094879150390625,7.310214042663574,,
649,8.237812042236328,38,,,,,,
654,7.214013576507568,38,,,,,,
659,6.668141841888428,38,,,,,,
662,,38,7.676843166351318,58.93391799926758,,,,
662,,38,,,54.35578536987305,7.311408042907715,,
664,8.297831535339355,39,,,,,,
669,8.309734344482422,39,,,,,,
674,7.078617572784424,39,,,,,,
679,10.311701774597168,39,,,,,,
679,,39,7.984182357788086,63.74716567993164,,,,
679,,39,,,54.71321487426758,7.313205718994141,,
684,7.6847381591796875,40,,,,,,
689,7.4031805992126465,40,,,,,,
694,8.420680046081543,40,,,,,,
696,,40,7.979996204376221,63.68033981323242,,,,
696,,40,,,54.48576736450195,7.333456993103027,,
699,8.715198516845703,41,,,,,,
704,5.374361991882324,41,,,,,,
709,6.299298286437988,41,,,,,,
713,,41,7.752011299133301,60.09368133544922,,,,
713,,41,,,54.57440948486328,7.312966823577881,,
714,6.541862964630127,42,,,,,,
719,5.825904846191406,42,,,,,,
724,7.651188850402832,42,,,,,,
729,5.844060897827148,42,,,,,,
730,,42,7.783470153808594,60.58240509033203,,,,
730,,42,,,54.68403625488281,7.291719436645508,,
734,8.224281311035156,43,,,,,,
739,7.069936275482178,43,,,,,,
744,7.4437031745910645,43,,,,,,
747,,43,8.048434257507324,64.77729797363281,,,,
747,,43,,,54.432090759277344,7.330974102020264,,
749,7.2902750968933105,44,,,,,,
754,6.80554723739624,44,,,,,,
759,7.248891830444336,44,,,,,,
764,7.164655685424805,44,,,,,,
764,,44,7.773263454437256,60.42362594604492,,,,
764,,44,,,54.90250015258789,7.34351921081543,,
